t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,severity
0.0022,0.0135,0.0059,0.0227,0.0339,0.0187,0.0189,0.0242,0.0272,0.021,0.0187,0.0742,0.1873,0.6,1.5629,3.429,6.3536,9.8889,12.8611,14.0878,12.8705,10.4883,6.8067,3.7627,1.794,0.7809,0.3452,0.1668,0.1191,0.0863,0.0539,0.0393,0.0442,0.0544,0.0251,0.0139,0.0241,0.0213,0.0158,0.0303,0.0028,0.0268,0.0182,0.0543,0.0113,0.0094,0.0058,0.081,0.0107,0.0302,100.0
0.0533,0.0024,0.025,0.0275,0.0165,0.0035,0.0192,0.053,0.015,0.0821,0.1343,0.3742,0.9605,2.0334,3.5318,4.8319,5.451,4.9762,3.994,2.5854,1.624,1.0312,0.6944,0.5354,0.3691,0.2834,0.1637,0.1187,0.043,0.0232,0.0162,0.0607,0.0508,0.0678,0.0056,0.0095,0.0459,0.0446,0.0353,0.0067,0.033,0.0177,0.0252,0.0183,0.0162,0.0165,0.025,0.0332,0.0066,0.0365,59.37
0.0215,0.0069,0.0354,0.0058,0.0159,0.0145,0.0331,0.0204,0.0123,0.0092,0.0252,0.0266,0.016,0.0369,0.0192,0.0155,0.0812,0.1566,0.7237,2.6323,6.5371,11.2957,13.551,11.2831,7.3751,3.3426,1.4423,1.1393,1.6556,2.1931,2.4454,2.1292,1.3831,0.7091,0.2928,0.1756,0.075,0.0392,0.0395,0.1365,0.0771,0.0631,0.0175,0.0155,0.0068,0.0169,0.0204,0.0124,0.0475,0.0241,100.0
0.0339,0.0135,0.0377,0.0161,0.0108,0.022,0.0231,0.023,0.0699,0.0751,0.2978,0.9025,2.4043,5.067,8.7614,12.3415,14.3059,13.8528,11.9363,9.0582,6.7035,5.0827,3.834,2.7936,1.8835,1.1791,0.6736,0.3553,0.1993,0.0878,0.0384,0.0648,0.0207,0.0358,0.0182,0.0223,0.008,0.0115,0.0358,0.0036,0.0905,0.0062,0.0493,0.0365,0.0236,0.0142,0.0458,0.0286,0.0525,0.028,100.0
0.0341,0.0332,0.0247,0.0183,0.0159,0.0317,0.0369,0.009,0.0169,0.0432,0.1466,0.282,0.7476,1.4732,2.6936,4.1077,5.2614,5.7502,5.4251,4.6646,3.367,2.3157,1.6894,1.4401,1.3339,1.2799,1.2505,1.105,0.9102,0.7183,0.5626,0.4381,0.2823,0.1617,0.0838,0.0499,0.0505,0.0127,0.0125,0.0394,0.011,0.0051,0.0575,0.026,0.0125,0.0567,0.0167,0.0401,0.0146,0.0464,74.31
0.0141,0.0028,0.0398,0.0386,0.0419,0.0175,0.0312,0.0456,0.085,0.0135,0.0166,0.036,0.0139,0.0137,0.0547,0.24,1.0405,3.5257,7.3764,9.433,7.3742,4.1043,1.6059,1.0242,1.3947,1.9139,2.1584,1.8538,1.2122,0.6394,0.2576,0.1163,0.0517,0.0482,0.03,0.0398,0.0761,0.0463,0.0193,0.0201,0.0417,0.0458,0.0249,0.0116,0.0258,0.0539,0.0272,0.0178,0.0071,0.0368,96.61
0.0095,0.01,0.0028,0.0159,0.0454,0.0096,0.0526,0.0006,0.0068,0.0208,0.0381,0.0511,0.0061,0.049,0.022,0.0545,0.0233,0.0166,0.007,0.0075,0.036,0.0042,0.059,0.0335,0.0057,0.0103,0.0074,0.0628,0.1563,0.3021,0.7953,1.5275,2.4993,3.3951,3.7689,3.4209,2.7218,1.667,0.8525,0.3956,0.179,0.0966,0.0886,0.058,0.0406,0.0247,0.0491,0.0249,0.0192,0.0604,38.78
0.0085,0.009,0.0363,0.0117,0.0076,0.0061,0.0243,0.0395,0.082,0.1229,0.3197,0.7109,1.3466,2.1344,2.8467,3.1766,2.9199,2.3221,1.5802,0.98,0.63,0.52,0.4459,0.36,0.3237,0.28,0.2193,0.145,0.0918,0.0749,0.0909,0.0167,0.0246,0.0158,0.0153,0.0217,0.0216,0.0034,0.027,0.0253,0.0111,0.0872,0.0113,0.0312,0.0489,0.0371,0.0033,0.0399,0.0094,0.0182,37.43
0.0138,0.0208,0.0346,0.0526,0.0117,0.0047,0.0029,0.0125,0.0284,0.0182,0.0395,0.0233,0.0301,0.0226,0.044,0.015,0.0293,0.0155,0.0294,0.0157,0.0331,0.0099,0.0234,0.0399,0.0359,0.0268,0.0268,0.0553,0.0188,0.0855,0.4826,1.7865,5.0323,9.3512,11.4909,9.4935,6.0402,3.0765,2.1534,2.23,2.3084,2.0746,1.5155,0.9143,0.4699,0.2159,0.1023,0.0452,0.0519,0.0458,100.0
0.0457,0.0221,0.0535,0.0497,0.0157,0.0221,0.0216,0.0315,0.0227,0.0411,0.0209,0.0085,0.0296,0.0254,0.0375,0.0234,0.0012,0.0125,0.0608,0.0323,0.0586,0.0483,0.0631,0.2848,0.8984,2.2255,4.3956,6.5552,7.5908,6.6049,4.5753,2.3511,0.9741,0.3324,0.1256,0.0498,0.0807,0.0352,0.0211,0.0278,0.0379,0.0155,0.0076,0.0287,0.023,0.0368,0.0439,0.0077,0.0018,0.0274,77.86
0.02,0.0582,0.0263,0.0113,0.0069,0.0194,0.0065,0.0262,0.0264,0.0216,0.0275,0.0408,0.036,0.0108,0.0416,0.1958,0.6743,1.8579,4.2754,7.5881,10.812,12.2279,11.0624,8.5982,5.7214,3.9272,3.2315,2.9657,2.5562,1.9488,1.3195,0.7583,0.4024,0.1765,0.0905,0.0546,0.0186,0.0325,0.0093,0.0327,0.0344,0.0329,0.0167,0.0114,0.0532,0.0003,0.0357,0.0136,0.0627,0.0305,100.0
0.0125,0.0016,0.0295,0.0337,0.0696,0.0059,0.0271,0.0465,0.0077,0.0331,0.0143,0.0004,0.0191,0.0376,0.0403,0.0702,0.1542,0.2917,0.5127,0.9448,1.517,2.2101,2.8679,3.416,3.6949,3.546,3.279,2.6598,2.0049,1.4246,1.0057,0.654,0.4796,0.3056,0.1876,0.129,0.0771,0.0504,0.0227,0.0287,0.011,0.0058,0.0661,0.0152,0.0305,0.0354,0.0512,0.0543,0.041,0.0215,50.3
0.0158,0.0053,0.012,0.0039,0.0023,0.0359,0.0435,0.0542,0.0505,0.0307,0.0084,0.0291,0.0167,0.0309,0.1084,0.2046,0.5391,1.3956,2.8748,4.8305,6.6737,7.5302,7.0914,5.8591,4.2463,2.9742,2.191,1.7132,1.3793,0.9894,0.6298,0.4013,0.2535,0.0993,0.0528,0.0333,0.0132,0.0068,0.0155,0.0776,0.0216,0.0046,0.0073,0.0619,0.0206,0.0123,0.0599,0.0251,0.0166,0.0045,88.62
0.0062,0.0388,0.016,0.0182,0.0023,0.0128,0.0125,0.0533,0.0319,0.0076,0.0415,0.0133,0.033,0.014,0.0404,0.0158,0.0037,0.0733,0.0543,0.1362,0.4472,1.1616,2.473,4.3257,6.0776,6.8077,6.1954,4.7698,3.1001,1.9925,1.6013,1.5415,1.5359,1.4006,1.1455,0.7742,0.4831,0.3351,0.1783,0.0837,0.0337,0.0118,0.042,0.0557,0.0607,0.0076,0.033,0.0071,0.0415,0.0135,78.96
0.0136,0.0066,0.0027,0.0024,0.0016,0.0319,0.0217,0.0392,0.0318,0.0712,0.0582,0.1037,0.1569,0.3959,0.6279,1.0843,1.7457,2.4723,3.2278,3.7495,3.9906,3.8761,3.558,2.8827,2.209,1.6304,1.1987,0.9481,0.7181,0.5533,0.4417,0.3448,0.2795,0.1873,0.1108,0.0684,0.0534,0.062,0.0203,0.0071,0.0175,0.0172,0.0372,0.0266,0.0515,0.0526,0.0131,0.0143,0.0239,0.0128,54.91
0.0665,0.0151,0.0748,0.029,0.0489,0.0175,0.0352,0.0059,0.062,0.055,0.0315,0.0449,0.0557,0.0031,0.0372,0.0629,0.0478,0.0204,0.0244,0.0015,0.0048,0.0099,0.0435,0.0264,0.0325,0.0427,0.0171,0.0553,0.1684,0.3877,0.8022,1.4534,2.096,2.3359,2.1882,1.6681,1.0046,0.5834,0.3242,0.2039,0.1738,0.097,0.0797,0.0996,0.0553,0.0399,0.0083,0.0113,0.0354,0.0092,27.2
0.0089,0.0394,0.0096,0.0058,0.0381,0.0086,0.025,0.0194,0.027,0.0532,0.191,0.5914,1.7867,3.9627,6.4771,7.8574,7.0842,5.3703,3.5179,2.4197,1.8435,1.3444,0.936,0.537,0.2833,0.146,0.0796,0.0556,0.0254,0.0175,0.0326,0.0275,0.066,0.0034,0.026,0.0257,0.0249,0.0336,0.0413,0.0131,0.0015,0.0037,0.0057,0.0121,0.0209,0.0222,0.0297,0.0086,0.0359,0.0269,82.68
0.0105,0.0593,0.0014,0.0569,0.0284,0.025,0.0229,0.0463,0.0191,0.0185,0.0228,0.0267,0.1075,0.3161,0.8973,2.1536,4.2603,6.9333,9.3134,10.2976,9.4075,7.6853,5.1458,3.3574,2.4645,2.1384,2.0097,1.8023,1.4188,0.9842,0.6044,0.3285,0.1792,0.0784,0.0491,0.0234,0.0789,0.0173,0.0762,0.0186,0.028,0.0161,0.0133,0.0389,0.0402,0.0239,0.0193,0.0055,0.0112,0.0317,100.0
0.0343,0.0246,0.0019,0.0022,0.0022,0.0045,0.0358,0.0025,0.0336,0.0118,0.0054,0.0371,0.0222,0.0747,0.4525,1.8555,5.7772,11.3342,14.2361,11.398,6.6684,2.9006,1.8562,2.1958,2.8202,3.0579,2.7207,1.9247,1.1383,0.571,0.2476,0.1173,0.0511,0.0397,0.0384,0.058,0.0263,0.0118,0.0513,0.0459,0.0134,0.0679,0.0334,0.0071,0.0991,0.0707,0.0066,0.0041,0.0305,0.0516,100.0
0.0536,0.0187,0.0175,0.0149,0.0321,0.036,0.0695,0.0257,0.0248,0.0606,0.0044,0.0238,0.0037,0.0137,0.0048,0.0111,0.0404,0.0214,0.0156,0.0097,0.0051,0.0301,0.0074,0.0789,0.0795,0.3548,1.0546,2.5381,4.853,7.2075,8.1979,7.2448,5.407,3.0849,1.8016,1.3117,1.3589,1.5368,1.5932,1.5032,1.2354,0.879,0.5535,0.3383,0.1919,0.0875,0.0439,0.0408,0.0194,0.0257,91.06
0.0531,0.0141,0.0549,0.0369,0.0623,0.0026,0.0045,0.0098,0.0313,0.0352,0.0139,0.0165,0.0096,0.0277,0.0166,0.1146,0.3774,1.2247,2.8951,4.8703,5.8014,4.9479,3.3282,1.8252,1.1919,0.9819,0.8009,0.5423,0.2904,0.1119,0.0691,0.0351,0.013,0.0675,0.0259,0.0289,0.0332,0.0152,0.0276,0.0043,0.039,0.0546,0.0121,0.0041,0.0122,0.0358,0.0122,0.0082,0.0014,0.0055,58.9
0.0352,0.0353,0.0146,0.0355,0.0144,0.0061,0.0158,0.0311,0.0427,0.0291,0.0119,0.0371,0.0114,0.0292,0.01,0.0223,0.0392,0.097,0.251,0.58,1.1236,1.8842,2.5614,2.8768,2.7182,2.2527,1.5594,1.0549,0.7335,0.5397,0.4237,0.3686,0.2583,0.1864,0.1104,0.0753,0.0578,0.018,0.0155,0.0158,0.0243,0.011,0.0506,0.0048,0.0303,0.042,0.005,0.0331,0.0444,0.0223,35.34
0.0285,0.0073,0.046,0.0059,0.0091,0.0053,0.0553,0.0267,0.0019,0.0162,0.0669,0.0101,0.028,0.1147,0.3027,0.7636,1.6783,3.1306,4.7953,6.2678,6.8567,6.2591,4.9522,3.2071,1.7671,0.8254,0.3912,0.1641,0.1087,0.0436,0.0633,0.0601,0.0315,0.033,0.051,0.0133,0.0356,0.0295,0.0482,0.0053,0.0046,0.018,0.0297,0.0028,0.0564,0.0073,0.0109,0.0487,0.0082,0.0103,75.56
0.0139,0.0354,0.0052,0.0201,0.0458,0.0266,0.0228,0.0018,0.0117,0.0375,0.0401,0.0109,0.0253,0.0202,0.0688,0.1193,0.3532,0.6956,1.4758,2.6979,4.3512,6.144,7.6346,8.2693,7.9342,7.2655,5.5743,4.0482,2.8942,2.1208,1.6527,1.3579,1.0701,0.8509,0.6714,0.4322,0.3077,0.1958,0.1157,0.0682,0.0885,0.0773,0.0476,0.0168,0.036,0.0123,0.0038,0.0116,0.0064,0.0157,100.0
0.017,0.0315,0.0409,0.0492,0.0946,0.0337,0.0073,0.0625,0.0166,0.0164,0.0577,0.0232,0.0507,0.0141,0.0593,0.0225,0.062,0.0011,0.0638,0.0159,0.0731,0.0896,0.2522,0.5665,1.23,2.34,3.8735,5.5264,7.0044,7.6574,7.4618,6.9131,5.4185,4.0065,2.7898,1.8645,1.216,0.7783,0.4656,0.2711,0.1452,0.0661,0.0955,0.0576,0.0635,0.0283,0.0235,0.0117,0.025,0.0089,96.42
0.0241,0.0259,0.0425,0.0345,0.0852,0.0243,0.0287,0.0155,0.0066,0.0007,0.0207,0.0061,0.023,0.0485,0.009,0.028,0.0125,0.021,0.0844,0.0031,0.0119,0.0225,0.0073,0.0222,0.0378,0.1347,0.2964,0.7357,1.4242,2.4909,3.6888,4.7507,5.2453,5.0717,4.5224,3.4996,2.5549,1.8542,1.3933,1.0911,0.8233,0.5826,0.398,0.2785,0.1365,0.0829,0.0375,0.0267,0.0673,0.0149,64.14
0.019,0.0209,0.0504,0.0573,0.0393,0.0067,0.0258,0.0024,0.0342,0.012,0.0359,0.0591,0.0797,0.2938,0.919,2.24,4.5315,7.5448,10.2608,11.459,10.6291,8.848,6.3298,4.6956,4.0875,4.0755,4.0655,3.7703,3.0695,2.2342,1.4644,0.8344,0.4541,0.2281,0.1224,0.0388,0.0177,0.0611,0.0159,0.0326,0.0192,0.0048,0.0292,0.0066,0.0095,0.0331,0.0266,0.0541,0.0221,0.0497,100.0
0.0001,0.0321,0.0382,0.0033,0.0116,0.0017,0.0101,0.0267,0.0001,0.0186,0.0492,0.0114,0.0094,0.0458,0.0801,0.0176,0.0288,0.1108,0.3026,0.7717,1.7232,3.1238,4.882,6.4175,7.1209,6.7756,5.7823,4.2235,2.8369,1.8599,1.2491,0.8393,0.6062,0.3615,0.2304,0.1236,0.0679,0.061,0.0382,0.0561,0.0112,0.019,0.0323,0.0078,0.0167,0.0018,0.0104,0.0553,0.011,0.0089,81.48
0.0254,0.0175,0.0144,0.0108,0.0705,0.0215,0.0125,0.0019,0.0119,0.0079,0.0385,0.0728,0.0716,0.0149,0.0329,0.047,0.0902,0.0171,0.0073,0.0328,0.031,0.0523,0.2328,1.3839,4.8968,10.6021,13.7784,11.3756,7.4877,5.3764,4.8726,3.9154,2.2726,0.9871,0.3752,0.1148,0.0532,0.0813,0.0911,0.0394,0.0104,0.0428,0.0466,0.0195,0.0589,0.0147,0.0098,0.0014,0.0479,0.0412,100.0
0.0151,0.0469,0.0354,0.0431,0.0104,0.0436,0.0023,0.0553,0.0268,0.0177,0.021,0.0008,0.0463,0.0049,0.0659,0.0148,0.0017,0.0323,0.0063,0.0063,0.0327,0.007,0.0311,0.0251,0.0427,0.0028,0.0275,0.0364,0.0465,0.1912,0.5791,1.4751,2.9169,4.3679,5.0551,4.4078,3.2721,1.8147,0.9892,0.7283,0.6992,0.7302,0.5928,0.4536,0.2973,0.1413,0.0739,0.0897,0.0578,0.0418,55.85
0.0234,0.0061,0.0137,0.0056,0.0453,0.0182,0.0153,0.0129,0.0445,0.0063,0.0362,0.0458,0.0317,0.0038,0.03,0.0299,0.0626,0.3204,1.097,2.808,5.0171,6.1679,5.295,3.5587,2.0356,1.3277,0.9668,0.7205,0.4065,0.2022,0.0914,0.0604,0.0463,0.0403,0.0088,0.013,0.0027,0.0047,0.0377,0.0331,0.0234,0.0315,0.0182,0.0272,0.0511,0.0122,0.0205,0.0347,0.0227,0.006,63.9
0.0194,0.0498,0.0151,0.0619,0.0095,0.0282,0.0058,0.0585,0.0308,0.0196,0.0008,0.0014,0.0475,0.0282,0.0168,0.0611,0.0014,0.0075,0.0502,0.0123,0.0226,0.0145,0.0513,0.1981,0.6442,1.7309,3.8174,6.6776,9.4027,10.5417,9.5711,7.4887,4.8565,3.2338,2.6292,2.6437,2.6112,2.3891,1.8746,1.3165,0.7863,0.4697,0.2446,0.0863,0.0558,0.0201,0.0142,0.0261,0.0105,0.0216,100.0
0.0206,0.043,0.0044,0.0176,0.0154,0.0246,0.0097,0.016,0.0252,0.0407,0.027,0.0289,0.0324,0.0283,0.0146,0.0322,0.0264,0.0105,0.0038,0.0254,0.0035,0.0118,0.0176,0.0324,0.0438,0.0826,0.2694,0.6804,1.342,2.5719,4.2371,6.1296,7.5709,8.2482,7.7646,6.8613,5.1333,3.5886,2.5073,1.878,1.5031,1.2854,1.0496,0.8371,0.6548,0.4733,0.2608,0.1645,0.0974,0.0634,100.0
0.0082,0.0102,0.0151,0.0411,0.0086,0.0243,0.047,0.1371,0.2263,0.4797,0.8777,1.476,2.1624,2.6793,2.9362,2.8423,2.5099,1.9665,1.404,1.0234,0.7518,0.5716,0.4081,0.3145,0.2454,0.1465,0.1073,0.058,0.0564,0.0368,0.0185,0.0066,0.0137,0.0111,0.0395,0.0396,0.0169,0.0258,0.0158,0.0141,0.0229,0.042,0.0317,0.0359,0.0086,0.0254,0.0166,0.001,0.0479,0.0126,35.62
0.0264,0.0,0.0119,0.0287,0.0177,0.0138,0.0257,0.0503,0.0242,0.0323,0.0651,0.0358,0.0288,0.0406,0.0475,0.0124,0.0064,0.0114,0.0208,0.0082,0.0212,0.0085,0.0607,0.1165,0.2655,0.6566,1.3867,2.6597,4.3626,6.2489,7.7848,8.4695,8.0544,7.2603,5.6258,4.2767,3.3095,2.7758,2.4647,2.1592,1.7941,1.4121,1.0028,0.6819,0.4082,0.2454,0.1372,0.0777,0.037,0.0264,100.0
0.023,0.0312,0.0584,0.0546,0.0179,0.0111,0.0175,0.003,0.0017,0.0123,0.0069,0.0418,0.0252,0.0262,0.029,0.0024,0.009,0.0302,0.0108,0.0162,0.0202,0.0363,0.0763,0.1406,0.4206,1.2153,2.7283,4.903,6.9745,7.8458,6.938,5.3574,3.0679,1.4775,0.6285,0.2844,0.1428,0.1234,0.1183,0.0646,0.0607,0.0332,0.0498,0.0154,0.035,0.0143,0.0423,0.0355,0.0312,0.0166,79.73
0.0184,0.0059,0.0164,0.0652,0.0003,0.005,0.01,0.0474,0.0498,0.1713,0.3923,0.9558,1.8846,3.0277,4.0362,4.421,4.0138,3.1089,1.9316,1.0067,0.4262,0.22,0.0999,0.0379,0.0132,0.0166,0.0395,0.0887,0.0031,0.005,0.0149,0.0527,0.0273,0.0236,0.011,0.0381,0.0202,0.0221,0.033,0.0128,0.0464,0.0162,0.0116,0.0251,0.0204,0.0874,0.0157,0.0366,0.0605,0.085,48.6
0.0039,0.0068,0.0417,0.0193,0.0495,0.0469,0.0239,0.1339,0.2745,0.7111,1.5713,2.8759,4.4877,5.8606,6.4908,5.9942,5.1,3.571,2.3626,1.6046,1.1429,0.9047,0.711,0.5387,0.3572,0.2379,0.1736,0.09,0.0326,0.0347,0.0565,0.0186,0.0343,0.0265,0.0302,0.0217,0.0339,0.0263,0.0079,0.0072,0.0175,0.0443,0.0211,0.0312,0.02,0.0239,0.0285,0.0433,0.0145,0.0025,75.49
0.0285,0.0158,0.0057,0.0059,0.0153,0.0382,0.0038,0.0141,0.0298,0.0434,0.02,0.0173,0.0173,0.0039,0.0422,0.0146,0.0292,0.0072,0.065,0.283,1.1099,3.3246,7.3021,11.7401,13.8802,11.9972,8.1511,4.5496,2.9136,2.6648,2.8983,3.0309,2.8106,2.3907,1.6542,1.0545,0.6267,0.2874,0.1648,0.0569,0.0563,0.0273,0.0172,0.0349,0.0285,0.0048,0.044,0.0234,0.0175,0.0164,100.0
0.0124,0.0481,0.0086,0.0042,0.0326,0.026,0.0029,0.0331,0.0077,0.0071,0.0122,0.016,0.0088,0.0449,0.0384,0.02,0.0217,0.0381,0.0201,0.0202,0.0115,0.0298,0.0075,0.0355,0.0076,0.0309,0.0245,0.0059,0.0639,0.1856,0.6,1.6953,3.3389,5.0852,5.8994,5.1173,3.7064,1.8506,0.7667,0.333,0.149,0.1504,0.0554,0.0554,0.044,0.0806,0.0182,0.0176,0.019,0.0086,59.85
0.0045,0.0379,0.0146,0.0585,0.0616,0.0225,0.0169,0.0089,0.0686,0.1082,0.2542,0.6553,1.3265,2.458,4.0134,5.6466,6.9951,7.5963,7.1664,6.2798,4.7054,3.265,2.223,1.5198,1.0974,0.8204,0.6162,0.4488,0.3283,0.194,0.1177,0.0728,0.0383,0.0434,0.0386,0.0382,0.0305,0.0387,0.02,0.0204,0.0587,0.0039,0.0149,0.0234,0.041,0.02,0.0245,0.0025,0.0208,0.0044,93.12
0.0159,0.0653,0.0159,0.0169,0.0144,0.0787,0.0765,0.0159,0.0045,0.0354,0.0703,0.0261,0.0285,0.0039,0.0042,0.0143,0.0248,0.0206,0.0405,0.0027,0.0547,0.0364,0.1671,0.6662,1.9556,4.2745,6.6719,7.7697,6.6381,4.5468,2.2397,0.9115,0.3419,0.1778,0.1318,0.1069,0.1009,0.072,0.0503,0.047,0.036,0.0401,0.0615,0.0171,0.0271,0.0309,0.0414,0.0208,0.0066,0.0342,77.3
0.0507,0.0336,0.0201,0.0181,0.0118,0.0305,0.0308,0.0112,0.0193,0.0278,0.0149,0.0346,0.008,0.0247,0.0155,0.0398,0.0248,0.0047,0.0382,0.0063,0.0319,0.0113,0.0406,0.0393,0.0531,0.0254,0.0833,0.2568,0.5782,1.215,2.0705,2.8533,3.2209,2.8879,2.3172,1.5077,0.8768,0.5391,0.3869,0.3394,0.2892,0.2843,0.2266,0.1872,0.1167,0.0691,0.04,0.0433,0.0646,0.0382,35.05
0.04,0.0116,0.013,0.0072,0.0376,0.0237,0.0291,0.0098,0.0417,0.0059,0.0318,0.0015,0.0151,0.0096,0.0309,0.0037,0.0093,0.0197,0.0071,0.0282,0.0338,0.0118,0.0719,0.2361,0.9064,3.0694,7.292,12.2207,14.5979,12.5121,8.3883,4.8514,3.7276,4.0702,4.7771,5.057,4.6697,3.7426,2.6181,1.5375,0.7927,0.3622,0.2147,0.1165,0.0414,0.0133,0.023,0.0239,0.0046,0.0237,100.0
0.0242,0.0254,0.0127,0.0136,0.0539,0.0099,0.022,0.0382,0.0315,0.0146,0.022,0.0042,0.0479,0.022,0.0003,0.0071,0.0023,0.0154,0.0632,0.0617,0.0066,0.0202,0.0336,0.1273,0.2978,0.725,1.3741,2.1304,2.8213,3.1103,2.9129,2.3876,1.6586,1.0341,0.6167,0.3894,0.2753,0.2521,0.1925,0.1066,0.1044,0.046,0.0359,0.0634,0.0129,0.0294,0.0283,0.0346,0.0641,0.0021,37.18
0.0056,0.0219,0.0105,0.0102,0.0081,0.0365,0.0336,0.0213,0.0006,0.0042,0.0127,0.0092,0.0314,0.0101,0.0402,0.0223,0.0061,0.0009,0.0482,0.0006,0.0087,0.0357,0.0086,0.0288,0.0936,0.1821,0.559,1.4751,3.3105,6.1361,9.6634,12.7587,14.2787,13.7285,12.0145,9.3279,7.2162,5.8095,5.0592,4.4734,3.8666,3.1692,2.3667,1.6766,1.1045,0.6309,0.3562,0.2033,0.1176,0.0604,100.0
0.0309,0.0151,0.0074,0.0023,0.012,0.006,0.0309,0.0014,0.0322,0.0025,0.0147,0.0776,0.0083,0.0723,0.1128,0.3465,0.9002,1.8603,3.4196,5.2392,6.8698,7.6154,7.2644,6.4388,4.8362,3.4495,2.4753,1.8564,1.4415,1.1002,0.8105,0.5667,0.3528,0.2129,0.1562,0.0575,0.0422,0.0357,0.028,0.0239,0.0198,0.0179,0.0323,0.0131,0.0279,0.0042,0.0041,0.0066,0.0226,0.0099,95.06
0.0256,0.0155,0.0159,0.0261,0.0003,0.0041,0.0875,0.0055,0.0339,0.0082,0.0622,0.0028,0.0005,0.0238,0.0292,0.0154,0.008,0.0508,0.1963,0.6984,2.1581,4.7429,7.6867,9.0067,7.7109,5.0668,2.4016,0.8648,0.2936,0.1337,0.0924,0.0638,0.0547,0.0644,0.0839,0.0303,0.021,0.0386,0.0604,0.0255,0.0061,0.0204,0.0206,0.0575,0.0145,0.0321,0.011,0.0261,0.0283,0.0103,87.76
0.0045,0.0231,0.0715,0.0248,0.0348,0.0152,0.031,0.0026,0.0057,0.0402,0.0277,0.07,0.1467,0.3031,0.5609,0.9729,1.5183,2.1697,2.7943,3.1854,3.3553,3.2129,3.007,2.3043,1.6231,1.0535,0.6348,0.3669,0.2291,0.1034,0.0776,0.0338,0.0258,0.0737,0.0506,0.0427,0.0105,0.0291,0.0062,0.0277,0.0244,0.0211,0.0303,0.0013,0.0187,0.0473,0.025,0.013,0.0292,0.0163,41.31
0.0445,0.0245,0.034,0.0124,0.0222,0.0488,0.0607,0.0376,0.0234,0.0082,0.0125,0.0357,0.0246,0.0328,0.0164,0.0401,0.0217,0.0387,0.0777,0.0366,0.025,0.0335,0.1145,0.3659,0.9759,2.2788,4.4822,7.3852,10.0879,11.5625,11.254,10.2295,7.8678,5.832,4.2313,2.955,1.9575,1.2017,0.6329,0.3434,0.1601,0.097,0.0316,0.0166,0.0316,0.0269,0.0126,0.0093,0.0116,0.0273,100.0
0.0077,0.0325,0.0039,0.0255,0.0228,0.0294,0.0082,0.037,0.0242,0.0057,0.0197,0.0078,0.0453,0.0066,0.0058,0.0162,0.0067,0.036,0.033,0.0115,0.0476,0.2432,1.0444,3.1678,7.0625,11.4555,13.4044,11.4227,7.5783,3.7472,1.9149,1.8533,2.7522,3.7871,4.2049,3.7363,2.6329,1.4554,0.6869,0.2426,0.0775,0.07,0.0158,0.0703,0.0629,0.0031,0.0199,0.0124,0.0058,0.0355,100.0
0.0268,0.049,0.0271,0.0542,0.0082,0.0014,0.0034,0.0019,0.0279,0.0059,0.0456,0.0437,0.0198,0.0517,0.1612,0.3443,0.7636,1.5548,2.7844,4.4719,6.2873,7.8023,8.4414,8.0243,7.261,5.5321,3.8757,2.5775,1.7041,1.1115,0.7318,0.5382,0.3803,0.2589,0.2034,0.1053,0.0553,0.0333,0.023,0.0542,0.0321,0.0129,0.0262,0.0599,0.0117,0.0375,0.0133,0.0171,0.0036,0.0262,100.0
0.0459,0.0345,0.0062,0.0336,0.0158,0.0157,0.0229,0.0263,0.0213,0.0193,0.0115,0.0593,0.0171,0.0354,0.001,0.0357,0.0278,0.0027,0.0053,0.0197,0.0291,0.0012,0.0252,0.0602,0.0414,0.0736,0.1334,0.2847,0.5363,0.8829,1.295,1.7628,2.0716,2.2046,2.1339,1.9067,1.5346,1.1559,0.8675,0.6477,0.5489,0.4682,0.3461,0.3041,0.2048,0.1336,0.1332,0.0812,0.0554,0.0554,28.25
0.0083,0.0311,0.0061,0.0011,0.0198,0.0327,0.0224,0.059,0.0006,0.0088,0.0075,0.0098,0.0037,0.0455,0.0115,0.0112,0.015,0.0051,0.0493,0.0067,0.0058,0.0335,0.0932,0.2221,0.3935,0.7607,1.299,1.9777,2.4252,2.6059,2.4378,2.105,1.4943,0.9768,0.6469,0.4413,0.4101,0.3225,0.3161,0.2413,0.2085,0.2046,0.1421,0.0802,0.0507,0.0243,0.0519,0.0202,0.0286,0.0337,27.71
0.0068,0.0043,0.0041,0.0219,0.0191,0.0078,0.0359,0.0456,0.0151,0.0188,0.0372,0.0451,0.0224,0.0198,0.0226,0.0185,0.0258,0.0192,0.0384,0.0231,0.0949,0.2971,0.842,1.8526,3.5148,5.511,7.2892,8.1593,7.6249,6.4764,4.8135,3.514,2.7773,2.352,1.9951,1.5734,1.1486,0.7889,0.4897,0.238,0.1222,0.0892,0.0526,0.0247,0.0131,0.0248,0.0062,0.0468,0.0048,0.0334,98.41
